g_piotii_group_724	V1409950	99.639	831	3	0	1	831	1	831	0.0	1519
g_piotii_group_860	V1723086	99.078	651	6	0	1	651	7	657	0.0	1170
g_piotii_group_1226	V1620036	98.649	222	3	0	1	222	4	225	9.68e-109	394
g_piotii_group_1033	V1053875	100.000	375	0	0	1	375	1	375	0.0	693
g_piotii_group_901	V1032025	98.797	582	7	0	1	582	1	582	0.0	1037
g_piotii_group_487	V1032018	98.044	1329	26	0	1	1329	1	1329	0.0	2311
g_piotii_group_540	V1465759	99.017	1221	3	2	1	1212	1	1221	0.0	2180
g_piotii_group_875	V1379961	98.878	624	7	0	1	624	31	654	0.0	1114
g_piotii_group_349	V1199727	97.728	1893	31	2	1	1893	1	1881	0.0	3247
g_piotii_group_713	V1031940	98.662	897	12	0	1	897	103	999	0.0	1591
g_piotii_murI	V1031939	97.063	783	23	0	1	783	1	783	0.0	1319
g_piotii_group_609	V1054990	100.000	1083	0	0	1	1083	79	1161	0.0	2001
g_piotii_group_25	V1117545	97.087	5904	169	1	1	5901	1	5904	0.0	9947
g_piotii_group_1218	V1368825	95.111	225	11	0	1	225	1	225	4.64e-97	355
g_piotii_group_816	V1016285	98.354	729	12	0	1	729	10	738	0.0	1280
g_piotii_group_787	V1085271	95.579	769	34	0	1	769	10	778	0.0	1232
g_piotii_group_440	V1728040	97.182	1455	41	0	1	1455	1	1455	0.0	2460
g_piotii_group_820	V1141626	95.473	729	21	2	1	717	1	729	0.0	1153
g_piotii_group_714	V1267425	98.774	897	11	0	1	897	7	903	0.0	1596
g_piotii_group_413	V1032254	97.803	1593	35	0	1	1593	1	1593	0.0	2748
g_piotii_pepN	V1051599	96.174	2614	98	2	1	2613	1	2613	0.0	4272
g_piotii_group_335	V1032256	96.779	1956	63	0	1	1956	76	2031	0.0	3264
g_piotii_group_1384	V1723736	95.833	144	6	0	1	144	31	174	1.36e-60	233
g_piotii_group_838	V1176621	96.476	681	24	0	1	681	1	681	0.0	1125
g_piotii_group_334	V1458573	97.907	1959	32	1	1	1959	121	2070	0.0	3382
g_piotii_group_274	V1482878	95.647	2389	81	8	1	2373	1	2382	0.0	3814
g_piotii_group_301	V1724386	99.346	2295	15	0	1	2295	1	2295	0.0	4156
g_piotii_group_1098	V1724283	99.679	312	1	0	1	312	7	318	6.08e-162	571
g_piotii_group_621	V1032065	97.031	1044	31	0	1	1044	1	1044	0.0	1757
g_piotii_group_200	V1724851	99.579	2613	11	0	1	2613	1	2613	0.0	4765
g_piotii_group_288	V1436064	98.124	2346	26	3	1	2328	31	2376	0.0	4072
g_piotii_group_437	V1723794	97.284	1473	31	1	1	1464	1	1473	0.0	2490
g_piotii_group_593	V1032097	96.000	1125	36	5	1	1116	10	1134	0.0	1820
g_piotii_group_1105	V1369136	98.058	309	6	0	1	309	91	399	6.10e-152	538
g_piotii_group_684	V1159095	93.135	976	44	10	1	954	49	1023	0.0	1410
g_piotii_group_813	V1141884	97.279	735	20	0	1	735	70	804	0.0	1247
g_piotii_group_350	V1032796	99.313	1893	13	0	1	1893	1	1893	0.0	3424
g_piotii_group_854	V1139754	98.442	642	10	0	1	642	4	645	0.0	1131
g_piotii_group_854	V1139754	100.000	63	0	0	595	657	616	678	7.54e-25	117
g_piotii_group_751	V1020612	98.662	822	11	0	1	822	1	822	0.0	1458
g_piotii_group_725	V1464282	98.858	876	7	3	1	873	1	876	0.0	1563
g_piotii_group_763	V1021665	98.881	804	9	0	1	804	1	804	0.0	1435
g_piotii_group_831	V1032797	99.858	702	1	0	1	702	1	702	0.0	1291
g_piotii_group_670	V1020508	98.968	969	10	0	1	969	1	969	0.0	1735
g_piotii_group_661	V1176079	97.561	984	24	0	1	984	52	1035	0.0	1685
g_piotii_group_821	V1032798	99.440	714	4	0	1	714	1	714	0.0	1297
g_piotii_group_544	V1167304	97.449	1215	22	1	1	1206	1	1215	0.0	2063
g_piotii_group_447	V1032799	98.617	1446	20	0	1	1446	1	1446	0.0	2560
g_piotii_group_556	V1032200	99.156	1185	10	0	1	1185	13	1197	0.0	2134
g_piotii_group_327	V1032199	99.015	2031	20	0	1	2031	1	2031	0.0	3640
g_piotii_group_571	V1032198	99.132	1152	10	0	1	1152	1	1152	0.0	2073
g_piotii_group_685	V1032197	98.742	954	12	0	1	954	1	954	0.0	1696
g_piotii_group_505	V1032196	99.455	1284	7	0	1	1284	1	1284	0.0	2333
g_piotii_group_667	V1052460	99.486	972	5	0	1	972	1	972	0.0	1768
g_piotii_group_740	V1018914	98.577	843	12	0	1	843	1	843	0.0	1491
g_piotii_group_423	V1032195	98.035	1527	30	0	1	1527	1	1527	0.0	2654
g_piotii_group_931	V1055302	96.317	543	8	1	1	531	1	543	0.0	881
g_piotii_group_433	V1032245	96.566	1485	51	0	1	1485	1	1485	0.0	2460
g_piotii_group_1152	V1268141	100.000	273	0	0	1	273	28	300	5.40e-142	505
g_piotii_group_378	V1032244	98.243	1707	30	0	1	1707	70	1776	0.0	2987
g_piotii_group_480	V1032243	98.222	1350	24	0	1	1350	1	1350	0.0	2361
g_piotii_group_435	V1728018	97.976	1482	30	0	1	1482	1	1482	0.0	2571
g_piotii_group_86	V1728017	97.491	3348	84	0	1	3348	1	3348	0.0	5718
g_piotii_group_400	V1541571	96.024	1635	56	1	1	1626	16	1650	0.0	2651
g_piotii_group_1034	V1337510	98.667	375	5	0	1	375	58	432	0.0	665
g_piotii_group_757	V1723332	96.187	813	31	0	1	813	19	831	0.0	1330
g_piotii_group_805	V1032241	98.400	750	12	0	1	750	1	750	0.0	1319
g_piotii_group_305	V1032240	98.292	2283	39	0	1	2283	1	2283	0.0	4000
g_piotii_group_873	V1055510	99.681	627	2	0	1	627	19	645	0.0	1147
g_piotii_group_648	V1032238	99.601	1002	4	0	1	1002	1	1002	0.0	1829
g_piotii_group_656	V1055509	96.677	993	18	2	1	990	1	981	0.0	1637
g_piotii_pheS	V1583491	96.496	1113	39	0	1	1113	13	1125	0.0	1840
g_piotii_pheT	V1032237	97.900	2619	55	0	1	2619	1	2619	0.0	4532
g_piotii_group_928	V1032236	97.790	543	12	0	1	543	1	543	0.0	937
