g_piotii_group_724	V1409950	99.639	831	3	0	1	831	1	831	0.0	1519
g_piotii_group_860	V1723086	99.078	651	6	0	1	651	7	657	0.0	1170
g_piotii_group_901	V1032025	98.797	582	7	0	1	582	1	582	0.0	1037
g_piotii_group_487	V1032018	98.044	1329	26	0	1	1329	1	1329	0.0	2311
g_piotii_group_540	V1465759	99.017	1221	3	2	1	1212	1	1221	0.0	2180
g_piotii_group_875	V1012640	75.197	633	128	21	1	623	31	644	2.06e-72	272
g_piotii_group_349	V1031968	93.767	1893	82	13	1	1893	1	1857	0.0	2809
g_piotii_group_713	V1031940	98.662	897	12	0	1	897	103	999	0.0	1591
g_piotii_murI	V1031939	97.063	783	23	0	1	783	1	783	0.0	1319
g_piotii_group_25	V1117545	97.087	5904	169	1	1	5901	1	5904	0.0	9947
g_piotii_group_816	V1016285	98.354	729	12	0	1	729	10	738	0.0	1280
g_piotii_group_440	V1728040	97.182	1455	41	0	1	1455	1	1455	0.0	2460
g_piotii_group_820	V1141626	95.473	729	21	2	1	717	1	729	0.0	1153
g_piotii_group_714	V1267425	98.774	897	11	0	1	897	7	903	0.0	1596
g_piotii_group_413	V1032254	97.803	1593	35	0	1	1593	1	1593	0.0	2748
g_piotii_pepN	V1051599	96.174	2614	98	2	1	2613	1	2613	0.0	4272
g_piotii_group_335	V1032256	96.779	1956	63	0	1	1956	76	2031	0.0	3264
g_piotii_group_334	V1458573	97.907	1959	32	1	1	1959	121	2070	0.0	3382
g_piotii_group_301	V1241658	75.696	1617	332	50	1	1588	1	1585	0.0	752
g_piotii_group_621	V1032065	97.031	1044	31	0	1	1044	1	1044	0.0	1757
g_piotii_group_200	V1724851	99.579	2613	11	0	1	2613	1	2613	0.0	4765
g_piotii_group_288	V1436064	98.124	2346	26	3	1	2328	31	2376	0.0	4072
g_piotii_group_437	V1195460	80.946	782	137	10	1	776	1	776	3.32e-173	608
g_piotii_group_437	V1195460	86.351	359	46	1	1109	1464	1145	1503	4.71e-107	388
g_piotii_group_593	V1198590	81.934	786	136	5	222	1004	273	1055	0.0	660
g_piotii_group_1105	V1369136	98.058	309	6	0	1	309	91	399	8.77e-153	538
g_piotii_group_684	V1445258	78.459	571	119	4	274	842	358	926	1.10e-101	370
g_piotii_group_813	V1141884	97.279	735	20	0	1	735	70	804	0.0	1247
g_piotii_group_350	V1032796	99.313	1893	13	0	1	1893	1	1893	0.0	3424
g_piotii_group_670	V1020508	98.968	969	10	0	1	969	1	969	0.0	1735
g_piotii_group_447	V1032799	98.617	1446	20	0	1	1446	1	1446	0.0	2560
g_piotii_group_505	V1032196	99.455	1284	7	0	1	1284	1	1284	0.0	2333
g_piotii_group_931	V1055302	96.317	543	8	1	1	531	1	543	0.0	881
g_piotii_group_433	V1032245	96.566	1485	51	0	1	1485	1	1485	0.0	2460
g_piotii_group_378	V1724187	78.682	1229	226	27	1	1202	112	1331	0.0	785
g_piotii_group_480	V1032243	98.222	1350	24	0	1	1350	1	1350	0.0	2361
g_piotii_group_435	V1728018	97.976	1482	30	0	1	1482	1	1482	0.0	2571
g_piotii_group_86	V1728017	97.491	3348	84	0	1	3348	1	3348	0.0	5718
g_piotii_group_400	V1541571	96.024	1635	56	1	1	1626	16	1650	0.0	2651
g_piotii_group_757	V1723332	96.187	813	31	0	1	813	19	831	0.0	1330
g_piotii_group_805	V1032241	98.400	750	12	0	1	750	1	750	0.0	1319
g_piotii_group_305	V1032240	98.292	2283	39	0	1	2283	1	2283	0.0	4000
g_piotii_group_873	V1055510	99.681	627	2	0	1	627	19	645	0.0	1147
g_piotii_group_648	V1032238	99.601	1002	4	0	1	1002	1	1002	0.0	1829
g_piotii_group_656	V1466007	90.476	378	24	1	469	846	427	792	1.08e-141	503
g_piotii_pheS	V1583491	96.496	1113	39	0	1	1113	13	1125	0.0	1840
g_piotii_pheT	V1032237	97.900	2619	55	0	1	2619	1	2619	0.0	4532
g_piotii_group_928	V1383927	88.778	499	56	0	29	527	110	608	9.28e-175	612
g_piotii_group_759	V1728042	99.004	803	8	0	1	803	1	803	0.0	1439
g_piotii_group_1385	V1037188	98.582	141	2	0	1	141	1	141	1.96e-66	250
g_piotii_group_1464	V1012019	75.592	549	117	16	1	539	1	542	1.79e-67	255
g_piotii_group_1468	V1553897	88.723	470	53	0	1	470	1	470	1.07e-163	575
g_piotii_group_1475	V1723312	93.464	153	1	1	1	144	136	288	5.51e-57	219
g_piotii_group_1483	V1346398	98.143	700	12	1	1	700	1	699	0.0	1219
g_piotii_group_1497	V1055377	98.632	1755	24	0	1	1755	16	1770	0.0	3109
g_piotii_group_1508	V1267672	98.473	393	6	0	1	393	16	408	0.0	693
g_piotii_group_1525	V1158487	98.716	2181	28	0	1	2181	232	2412	0.0	3873
g_piotii_group_1547	V1819331	87.657	1037	121	5	1	1032	214	1248	0.0	1199
g_piotii_group_1562	V1053358	94.586	4433	220	12	1	4423	1	4423	0.0	6839
g_piotii_group_1562	V1053358	86.091	985	85	23	4885	5855	4888	5834	0.0	1013
g_piotii_group_1581	V1315352	74.884	215	48	6	1150	1361	1129	1340	4.08e-18	93.5
g_piotii_group_1594	V1723782	99.491	1767	3	1	4	1770	166	1926	0.0	3208
g_piotii_group_1601	V1464697	95.380	1104	38	6	1	1092	1	1103	0.0	1749
g_piotii_group_1636	V1614057	97.245	1089	30	0	1	1089	1	1089	0.0	1845
g_piotii_group_1673	V1144613	95.854	1809	48	13	1	1782	1	1809	0.0	2900
g_piotii_group_1675	V1157223	99.164	837	4	1	1	834	1	837	0.0	1504
g_piotii_group_1694	V1157681	97.592	1744	31	7	1	1734	1	1743	0.0	2977
g_piotii_group_1696	V1054668	97.611	2093	38	1	1	2093	1	2081	0.0	3578
g_piotii_group_1716	V1436231	95.458	1233	44	2	1	1221	16	1248	0.0	1956
g_piotii_group_1720	V1724876	96.865	1212	29	1	1	1212	7	1209	0.0	2019
g_piotii_group_1722	V1723924	90.940	5894	422	71	1	5868	1	5808	0.0	7823
g_piotii_group_1737	V1036727	88.641	1030	100	12	1	1023	1	1020	0.0	1238
